id,host_id,host_name,host_since,host_response_rate,host_listings_count,host_total_listings_count,city,state,zipcode,country,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month,host_year,host_month,host_quarter,host_tenure_days
241032,956883,Maija,2011-08-11,100.0,3.0,3.0,seattle,WA,98119,United States,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",85.0,650.0,2200.0,0.0,0.0,2,5.0,1,365,207,95.0,moderate,4.07,2011,8,3,5297
953595,5177328,Andrea,2013-02-21,100.0,6.0,6.0,seattle,WA,98119,United States,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",150.0,1000.0,3000.0,100.0,40.0,1,0.0,2,90,43,96.0,strict,1.48,2013,2,1,4737
3308979,16708587,Jill,2014-06-12,100.0,2.0,2.0,seattle,WA,98119,United States,House,Entire home/apt,11,4.5,5.0,7.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",975.0,650.0,2200.0,1000.0,300.0,10,25.0,4,30,20,97.0,strict,1.15,2014,6,2,4261
7421966,9851441,Emily,2013-11-06,100.0,1.0,1.0,seattle,WA,98119,United States,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",100.0,650.0,2300.0,0.0,0.0,1,0.0,1,1125,0,96.0,flexible,0.0,2013,11,4,4479
278830,1452570,Emily,2011-11-29,100.0,2.0,2.0,seattle,WA,98119,United States,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",450.0,650.0,2200.0,700.0,125.0,6,15.0,1,1125,38,92.0,strict,0.89,2011,11,4,5187
5956968,326758,Andrew,2010-12-25,100.0,1.0,1.0,seattle,WA,98119,United States,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",Essentials,Shampoo}",120.0,800.0,2200.0,0.0,40.0,1,30.0,1,6,17,95.0,strict,2.45,2010,12,4,5526
1909058,2497928,Gary And Beth,2012-05-30,100.0,1.0,1.0,seattle,WA,98119,United States,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",80.0,575.0,2200.0,150.0,0.0,1,10.0,3,14,58,99.0,moderate,2.46,2012,5,2,5004
856550,4016632,Jean-Marc,2012-10-30,100.0,5.0,5.0,seattle,WA,98119,United States,Cabin,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Essentials,Shampoo}",60.0,360.0,2200.0,150.0,25.0,1,0.0,2,7,173,97.0,strict,4.73,2012,10,4,4851
4948745,2166277,Aliza,2012-04-18,100.0,1.0,1.0,seattle,WA,98109,United States,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",90.0,500.0,1700.0,0.0,0.0,1,0.0,3,1125,8,97.0,strict,1.22,2012,4,2,5046
2493658,5177328,Andrea,2013-02-21,100.0,6.0,6.0,seattle,WA,98119,United States,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",150.0,1000.0,3000.0,100.0,40.0,1,0.0,2,365,32,97.0,strict,1.55,2013,2,1,4737
175576,239585,Ray & Eileen,2010-09-19,100.0,1.0,1.0,seattle,WA,98119,United States,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",95.0,595.0,2200.0,0.0,15.0,2,15.0,3,7,181,97.0,moderate,3.33,2010,9,3,5623
4454295,4606439,Nadia,2013-01-06,100.0,1.0,1.0,seattle,WA,98119,United States,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",99.0,800.0,2000.0,500.0,150.0,1,0.0,3,1125,8,97.0,strict,0.98,2013,1,1,4783
3883392,19932967,Pat & Roberta,2014-08-13,100.0,1.0,1.0,seattle,WA,98119,United States,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",245.0,1575.0,5800.0,300.0,95.0,1,0.0,3,14,13,98.0,moderate,0.92,2014,8,3,4199
8889257,25899989,Ellie,2015-01-10,100.0,1.0,1.0,seattle,WA,98119,United States,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",165.0,650.0,5000.0,400.0,85.0,4,20.0,2,1125,3,100.0,strict,3.0,2015,1,1,4049
5680462,22372266,Sarah,2014-10-10,100.0,1.0,1.0,seattle,WA,98119,United States,House,Entire home/apt,16,3.5,6.0,15.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",461.0,650.0,2200.0,1500.0,300.0,8,50.0,3,29,18,98.0,strict,2.65,2014,10,4,4141
8988178,2983711,Paige,2012-07-18,100.0,1.0,1.0,seattle,WA,98119,United States,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",109.0,650.0,2200.0,0.0,89.0,1,0.0,3,15,1,88.0,strict,0.73,2012,7,3,4955
3245876,9465817,Libby,2013-10-16,100.0,1.0,1.0,seattle,WA,98119,United States,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",66.0,650.0,2200.0,100.0,35.0,1,25.0,1,10,84,95.0,moderate,4.55,2013,10,4,4500
4933447,25417834,Markus And Melissa,2014-12-31,100.0,1.0,1.0,seattle,WA,98119,United States,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",99.0,650.0,2200.0,100.0,15.0,1,0.0,2,14,45,98.0,moderate,4.58,2014,12,4,4059
7735464,6170760,Sam,2013-04-30,100.0,1.0,1.0,seattle,WA,98119,United States,Apartment,Private room,2,2.0,1.0,1.0,Futon,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",200.0,650.0,2200.0,0.0,0.0,1,0.0,1,1125,0,96.0,flexible,0.0,2013,4,2,4669
6291829,32713558,Kary,2015-05-05,100.0,1.0,1.0,seattle,WA,98119,United States,House,Entire home/apt,10,3.5,5.0,5.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",700.0,4100.0,2200.0,500.0,250.0,1,0.0,3,30,5,88.0,flexible,0.82,2015,5,2,3934
9218403,14100483,Annie,2014-04-09,100.0,1.0,1.0,seattle,WA,98119,United States,Condominium,Entire home/apt,1,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",110.0,750.0,2500.0,0.0,0.0,1,0.0,1,1125,1,100.0,flexible,1.0,2014,4,2,4325
4125779,21401856,Nick,2014-09-16,100.0,1.0,1.0,seattle,WA,98119,United States,House,Private room,3,1.5,1.0,2.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",99.0,568.0,2029.0,0.0,15.0,1,10.0,1,1125,11,88.0,moderate,0.71,2014,9,3,4165
8942678,46675077,Susanna,2015-10-16,100.0,1.0,1.0,seattle,WA,98119,United States,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher""}",450.0,3000.0,2200.0,0.0,0.0,1,0.0,4,1125,1,100.0,flexible,0.86,2015,10,4,3770
10106055,51860756,Maggie & Alex,2015-12-20,100.0,1.0,1.0,seattle,WA,98119,United States,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",75.0,350.0,2200.0,0.0,0.0,1,0.0,1,1125,0,96.0,flexible,0.0,2015,12,4,3705
6362362,33147763,Tracy,2015-05-11,100.0,1.0,1.0,seattle,WA,98119,United States,House,Entire home/apt,5,2.5,3.0,3.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",600.0,650.0,2200.0,500.0,150.0,1,0.0,3,1125,1,100.0,moderate,0.18,2015,5,2,3928
3544550,16708587,Jill,2014-06-12,100.0,2.0,2.0,seattle,WA,98119,United States,House,Entire home/apt,8,2.5,3.0,5.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",450.0,650.0,2200.0,500.0,200.0,6,50.0,4,1125,8,100.0,strict,1.3,2014,6,2,4261
9025039,68155,Lori,2010-01-06,100.0,1.0,1.0,seattle,WA,98119,United States,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers}",150.0,650.0,2200.0,250.0,35.0,1,0.0,1,1125,0,96.0,flexible,0.0,2010,1,1,5879
3200646,4016632,Jean-Marc,2012-10-30,100.0,5.0,5.0,seattle,WA,98119,United States,Camper/RV,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Essentials}",45.0,360.0,2200.0,150.0,25.0,1,0.0,2,7,80,95.0,strict,4.38,2012,10,4,4851
8859380,3792761,Kimberly,2012-10-07,100.0,5.0,5.0,seattle,WA,98119,United States,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",300.0,650.0,2200.0,500.0,125.0,1,0.0,2,1125,6,100.0,moderate,2.47,2012,10,4,4874
4520099,6184895,Lana,2013-05-01,100.0,1.0,1.0,seattle,WA,98119,United States,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",80.0,500.0,2200.0,0.0,65.0,3,50.0,2,1125,4,88.0,strict,0.33,2013,5,2,4668
2481869,5177328,Andrea,2013-02-21,100.0,6.0,6.0,seattle,WA,98119,United States,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",175.0,1000.0,3200.0,0.0,40.0,1,0.0,2,365,38,96.0,strict,1.86,2013,2,1,4737
1110749,5325329,Blair,2013-03-04,100.0,9.0,9.0,seattle,WA,98119,United States,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",325.0,650.0,2200.0,500.0,100.0,6,60.0,2,1125,68,92.0,strict,2.18,2013,3,1,4726
5978498,31037494,Silvia,2015-04-11,100.0,1.0,1.0,seattle,WA,98119,United States,House,Entire home/apt,4,3.0,3.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",175.0,699.0,2388.0,200.0,80.0,1,0.0,4,120,8,88.0,flexible,1.31,2015,4,2,3958
5021081,25906186,Vacation,2015-01-10,100.0,1.0,1.0,seattle,WA,98119,United States,House,Entire home/apt,7,3.5,4.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",222.0,1325.0,4650.0,500.0,250.0,7,75.0,2,1125,5,88.0,strict,0.99,2015,1,1,4049
1686930,8916363,Paige,2013-09-18,100.0,1.0,1.0,seattle,WA,98119,United States,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",159.0,650.0,2200.0,250.0,99.0,1,0.0,1,1125,62,97.0,strict,2.27,2013,9,3,4528
7680289,40335071,Kevin,2015-08-02,100.0,2.0,2.0,seattle,WA,98119,United States,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",125.0,800.0,2700.0,0.0,50.0,2,25.0,2,365,19,95.0,moderate,4.35,2015,8,3,3845
7207641,6544973,Joe & Anna,2013-05-23,100.0,1.0,1.0,seattle,WA,98119,United States,House,Entire home/apt,8,3.0,3.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",348.0,2500.0,2200.0,750.0,150.0,6,20.0,3,1125,5,96.0,strict,0.97,2013,5,2,4646
5062445,21072725,Chris,2014-09-08,100.0,1.0,1.0,seattle,WA,98119,United States,House,Private room,1,1.0,1.0,1.0,Futon,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials}",45.0,450.0,1500.0,0.0,0.0,1,0.0,1,1125,7,97.0,flexible,0.9,2014,9,3,4173
8925878,40335071,Kevin,2015-08-02,100.0,2.0,2.0,seattle,WA,98119,United States,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",150.0,950.0,2950.0,0.0,50.0,2,25.0,2,365,2,100.0,moderate,0.83,2015,8,3,3845
6389657,2052160,Ruth,2012-04-02,100.0,1.0,1.0,seattle,WA,98109,United States,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",80.0,650.0,2200.0,0.0,20.0,1,0.0,3,1125,11,98.0,flexible,1.98,2012,4,2,5062
4218733,21896205,Henry,2014-09-28,100.0,1.0,1.0,seattle,WA,98119,United States,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",110.0,650.0,2200.0,100.0,40.0,2,15.0,2,1125,71,90.0,moderate,4.7,2014,9,3,4153
2715623,8242272,Debera,2013-08-18,100.0,1.0,1.0,seattle,WA,98119,United States,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",148.0,650.0,2200.0,0.0,100.0,2,20.0,3,365,9,91.0,strict,0.46,2013,8,3,4559
1392332,2315558,Holly,2012-05-07,100.0,1.0,1.0,seattle,WA,98119,United States,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Hot Tub"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",350.0,2100.0,2200.0,500.0,100.0,4,0.0,2,30,41,98.0,moderate,1.38,2012,5,2,5027
7308567,17597607,Nicole,2014-07-03,100.0,1.0,1.0,seattle,WA,98119,United States,Apartment,Entire home/apt,3,1.5,1.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",150.0,650.0,2200.0,0.0,50.0,1,0.0,2,1125,18,98.0,moderate,3.35,2014,7,3,4240
6575380,34392395,Sam,2015-05-27,100.0,1.0,1.0,seattle,WA,98109,United States,House,Private room,5,1.0,1.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",150.0,540.0,1911.0,0.0,0.0,1,0.0,1,1125,9,100.0,flexible,1.99,2015,5,2,3912
6004058,9031463,Marina,2013-09-24,100.0,1.0,1.0,seattle,WA,98119,United States,Apartment,Entire home/apt,2,1.0,0.0,1.0,Futon,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",100.0,650.0,2200.0,0.0,0.0,1,0.0,1,1125,20,92.0,flexible,2.29,2013,9,3,4522
9550869,12867960,Maureen,2014-03-06,100.0,1.0,1.0,seattle,WA,98119,United States,Bungalow,Entire home/apt,10,3.0,4.0,4.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Hangers}",349.0,650.0,2200.0,0.0,200.0,1,0.0,1,1125,0,96.0,strict,0.0,2014,3,1,4359
8515408,3502513,Jennifer,2012-09-07,100.0,1.0,1.0,seattle,WA,98119,United States,Bungalow,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",110.0,700.0,2200.0,0.0,50.0,1,0.0,2,1125,3,100.0,moderate,1.06,2012,9,3,4904
5383192,27606550,Christine,2015-02-11,100.0,1.0,1.0,seattle,WA,98119,United States,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",160.0,1140.0,2200.0,100.0,55.0,2,25.0,2,1125,1,100.0,moderate,0.16,2015,2,1,4017
1112092,5856339,Annie,2013-04-10,100.0,1.0,1.0,seattle,WA,98119,United States,House,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating}",130.0,1000.0,2700.0,140.0,75.0,2,25.0,3,1125,26,95.0,moderate,0.8,2013,4,2,4689
7772661,40885963,Michael,2015-08-08,100.0,1.0,1.0,seattle,WA,98119,United States,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",99.0,650.0,2200.0,0.0,50.0,2,50.0,1,1125,2,100.0,moderate,2.0,2015,8,3,3839
9254900,27128936,Anisa,2015-02-02,100.0,1.0,1.0,seattle,WA,98119,United States,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,Washer,Dryer,Essentials}",100.0,650.0,2000.0,0.0,40.0,1,0.0,1,1125,0,96.0,flexible,0.0,2015,2,1,4026
7714294,3521823,Elise,2012-09-10,100.0,2.0,2.0,seattle,WA,98119,United States,Apartment,Entire home/apt,3,1.0,1.0,1.0,Futon,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo}",137.0,815.0,2200.0,0.0,20.0,2,20.0,2,1125,3,100.0,moderate,0.64,2012,9,3,4901
10310373,53050379,Ana,2016-01-02,100.0,1.0,1.0,seattle,WA,98119,United States,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,"{""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers}",20.0,650.0,2200.0,0.0,0.0,1,0.0,1,1125,0,96.0,flexible,0.0,2016,1,1,3692
9368342,1039322,Manomi,2011-08-30,100.0,1.0,1.0,seattle,WA,98119,United States,Townhouse,Entire home/apt,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",150.0,650.0,2200.0,500.0,50.0,2,30.0,4,1125,0,96.0,strict,0.0,2011,8,3,5278
