id,host_id,host_name,host_since,host_response_rate,host_listings_count,host_total_listings_count,city,state,zipcode,country,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month,host_year,host_month,host_quarter,host_tenure_days
10192213,32059522,Renato,2015-04-27,100.0,1.0,1.0,seattle,WA,98122,United States,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",90.0,650.0,2200.0,0.0,0.0,1,0.0,1,1125,0,96.0,moderate,0.0,2015,4,2,3942
3970736,16729336,Deborah,2014-06-13,100.0,1.0,1.0,seattle,WA,98122,United States,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer""}",90.0,628.0,2218.0,350.0,45.0,2,15.0,3,29,51,97.0,strict,3.11,2014,6,2,4260
4546924,2756070,Marlo,2012-06-27,100.0,1.0,1.0,seattle,WA,98122,United States,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",150.0,650.0,2800.0,300.0,125.0,2,25.0,1,120,36,99.0,strict,3.2,2012,6,2,4976
2760901,7483949,Frances,2013-07-14,100.0,1.0,1.0,seattle,WA,98122,United States,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",Essentials}",119.0,750.0,2500.0,0.0,0.0,1,0.0,3,1125,16,98.0,flexible,0.79,2013,7,3,4594
3490239,16931768,Marie,2014-06-18,100.0,1.0,1.0,seattle,WA,98122,United States,House,Entire home/apt,5,2.5,2.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",150.0,650.0,2200.0,200.0,100.0,4,0.0,4,1125,7,97.0,moderate,0.42,2014,6,2,4255
3416217,15377123,Selma,2014-05-11,100.0,1.0,1.0,seattle,WA,98122,United States,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",170.0,650.0,2200.0,0.0,0.0,2,20.0,3,1125,31,96.0,moderate,1.68,2014,5,2,4293
5537833,28716982,Ali,2015-03-03,100.0,1.0,1.0,seattle,WA,98122,United States,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",150.0,945.0,2990.0,600.0,60.0,4,75.0,7,1125,6,100.0,strict,0.71,2015,3,1,3997
8372562,12009714,Jon,2014-02-06,100.0,1.0,1.0,seattle,WA,98144,United States,House,Entire home/apt,5,3.0,3.0,5.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",279.0,1159.0,3995.0,250.0,200.0,1,0.0,3,1125,1,100.0,moderate,1.0,2014,2,1,4387
8866960,23635078,Kelsey,2014-11-11,100.0,1.0,1.0,seattle,WA,98144,United States,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",55.0,300.0,2200.0,0.0,0.0,1,0.0,2,1125,3,90.0,moderate,1.27,2014,11,4,4109
3354614,16927095,Erika,2014-06-17,100.0,1.0,1.0,seattle,WA,98122,United States,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,Shampoo}",125.0,750.0,2250.0,150.0,35.0,2,10.0,2,365,29,90.0,moderate,1.56,2014,6,2,4256
8953857,46798170,Kevin,2015-10-17,100.0,1.0,1.0,seattle,WA,98144,United States,House,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Hot Tub"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",129.0,800.0,3000.0,0.0,0.0,3,50.0,2,31,0,96.0,strict,0.0,2015,10,4,3769
7093738,32807985,Ted,2015-05-07,100.0,5.0,5.0,seattle,WA,98144,United States,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",90.0,650.0,2200.0,0.0,30.0,2,0.0,1,1125,1,100.0,strict,0.23,2015,5,2,3932
5277900,19779189,Liz,2014-08-10,100.0,1.0,1.0,seattle,WA,98122,United States,House,Entire home/apt,6,2.0,3.0,5.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",199.0,1500.0,2200.0,250.0,90.0,1,0.0,3,1125,9,96.0,strict,1.04,2014,8,3,4202
1171574,4485958,Phil,2012-12-25,100.0,2.0,2.0,seattle,WA,98122,United States,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Free Parking on Premises"",Heating}",65.0,650.0,2200.0,0.0,0.0,2,0.0,2,1125,158,98.0,flexible,5.04,2012,12,4,4795
1818754,9523916,Jon,2013-10-19,100.0,1.0,1.0,seattle,WA,98144,United States,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",200.0,1200.0,3600.0,300.0,112.0,4,25.0,3,15,0,96.0,strict,0.0,2013,10,4,4497
74328,68641,Angela,2010-01-07,100.0,1.0,1.0,seattle,WA,98144,United States,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}",92.0,600.0,1800.0,250.0,75.0,3,0.0,2,365,53,93.0,strict,0.95,2010,1,1,5878
6728017,12237174,Chris,2014-02-14,100.0,1.0,1.0,seattle,WA,98144,United States,House,Entire home/apt,7,2.5,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",257.0,1529.0,5397.0,250.0,100.0,6,25.0,2,1125,1,100.0,moderate,0.2,2014,2,1,4379
2612399,4485958,Phil,2012-12-25,100.0,2.0,2.0,seattle,WA,98122,United States,Loft,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",79.0,650.0,2200.0,0.0,0.0,1,0.0,3,365,62,99.0,flexible,3.12,2012,12,4,4795
2515795,12878312,Sarah,2014-03-06,100.0,1.0,1.0,seattle,WA,98144,United States,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",200.0,1250.0,4750.0,1000.0,200.0,1,0.0,3,365,22,94.0,strict,1.3,2014,3,1,4359
7093910,32807985,Ted,2015-05-07,100.0,5.0,5.0,seattle,WA,98144,United States,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",80.0,650.0,2200.0,0.0,30.0,2,0.0,1,1125,2,88.0,strict,0.46,2015,5,2,3932
4170863,19193158,Faith,2014-07-30,100.0,1.0,1.0,seattle,WA,98122,United States,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",85.0,495.0,1700.0,100.0,20.0,2,50.0,1,1125,5,96.0,moderate,0.32,2014,7,3,4213
7941079,30421068,Alan,2015-04-01,100.0,3.0,3.0,seattle,WA,98144,United States,House,Private room,3,1.5,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",65.0,398.0,1500.0,175.0,15.0,1,29.0,1,1125,7,100.0,strict,1.54,2015,4,2,3968
1442973,386308,Amelia,2011-02-10,100.0,1.0,1.0,seattle,WA,98144,United States,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",105.0,625.0,2205.0,0.0,58.0,2,15.0,2,31,14,97.0,strict,0.5,2011,2,1,5479
4396961,21649497,Jerome,2014-09-22,100.0,4.0,4.0,seattle,WA,98122,United States,House,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",59.0,650.0,2200.0,0.0,0.0,1,25.0,2,7,34,96.0,flexible,3.6,2014,9,3,4159
5859152,30421068,Alan,2015-04-01,100.0,3.0,3.0,seattle,WA,98144,United States,House,Private room,3,1.5,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",59.0,398.0,1500.0,175.0,16.0,1,29.0,1,1125,15,95.0,strict,3.31,2015,4,2,3968
8555794,44891644,Taylor,2015-09-23,100.0,3.0,3.0,seattle,WA,98144,United States,Townhouse,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,Essentials,Shampoo}",75.0,650.0,2200.0,0.0,0.0,1,0.0,1,1125,0,96.0,flexible,0.0,2015,9,3,3793
2112625,10771753,Abe,2013-12-23,100.0,1.0,1.0,seattle,WA,98144,United States,House,Private room,2,1.5,1.0,1.0,Pull-out Sofa,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",56.0,345.0,1060.0,0.0,30.0,1,19.0,2,260,18,98.0,flexible,0.75,2013,12,4,4432
8814802,3329218,Andrew And Amanda,2012-08-21,100.0,1.0,1.0,seattle,WA,98144,United States,House,Private room,3,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",100.0,650.0,2200.0,0.0,0.0,1,0.0,1,1125,0,96.0,flexible,0.0,2012,8,3,4921
8273948,5544855,Ania,2013-03-20,100.0,1.0,1.0,seattle,WA,98122,United States,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",85.0,650.0,2200.0,150.0,0.0,1,0.0,2,1125,13,92.0,moderate,3.55,2013,3,1,4710
319768,1577903,Jen,2012-01-07,100.0,1.0,1.0,seattle,WA,98144,United States,House,Entire home/apt,8,2.5,3.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer}",135.0,920.0,3400.0,0.0,100.0,3,20.0,5,30,5,100.0,moderate,0.11,2012,1,1,5148
1961671,10136334,Sasha,2013-11-19,100.0,2.0,2.0,seattle,WA,98122,United States,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",200.0,600.0,2200.0,200.0,75.0,6,20.0,2,14,20,100.0,strict,0.9,2013,11,4,4466
3691288,18791339,Young,2014-07-24,100.0,1.0,1.0,seattle,WA,98144,United States,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",163.0,650.0,2200.0,200.0,85.0,4,25.0,2,1125,5,100.0,strict,2.83,2014,7,3,4219
8703557,41920475,Patrick,2015-08-19,100.0,1.0,1.0,seattle,WA,98144,United States,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Air Conditioning"",""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",83.0,552.0,2208.0,250.0,25.0,1,0.0,1,1125,0,96.0,flexible,0.0,2015,8,3,3828
8525338,44891644,Taylor,2015-09-23,100.0,3.0,3.0,seattle,WA,98144,United States,Townhouse,Entire home/apt,5,3.5,3.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",210.0,650.0,2200.0,0.0,0.0,1,0.0,1,1125,0,96.0,flexible,0.0,2015,9,3,3793
8049470,42509172,Kelly,2015-08-25,100.0,1.0,1.0,seattle,WA,98122,United States,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",59.0,350.0,1200.0,0.0,0.0,1,0.0,1,1125,14,100.0,flexible,3.41,2015,8,3,3822
1455908,7354398,Jesse,2013-07-08,100.0,1.0,1.0,seattle,WA,98144,United States,House,Entire home/apt,6,1.5,2.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",135.0,1400.0,4500.0,350.0,50.0,1,0.0,2,14,32,97.0,flexible,1.13,2013,7,3,4600
8525825,44891644,Taylor,2015-09-23,100.0,3.0,3.0,seattle,WA,98144,United States,Townhouse,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",75.0,420.0,1500.0,0.0,0.0,1,0.0,1,1125,1,100.0,flexible,0.31,2015,9,3,3793
3463245,7730805,Stephanie,2013-07-26,100.0,2.0,2.0,seattle,WA,98122,United States,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen}",109.0,541.0,950.0,0.0,0.0,1,0.0,2,1125,20,98.0,moderate,1.14,2013,7,3,4582
4172364,21649497,Jerome,2014-09-22,100.0,4.0,4.0,seattle,WA,Unknown,United States,House,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",55.0,650.0,2200.0,0.0,0.0,1,25.0,2,7,33,97.0,flexible,3.46,2014,9,3,4159
3728802,19048175,Pam,2014-07-28,100.0,1.0,1.0,seattle,WA,98122,United States,House,Entire home/apt,8,3.5,5.0,5.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",""Other pet(s)"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",500.0,650.0,2200.0,500.0,250.0,1,0.0,3,30,3,93.0,strict,0.18,2014,7,3,4215
6512378,34049026,Art And Jamie,2015-05-23,100.0,1.0,1.0,seattle,WA,98144,United States,Townhouse,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",55.0,275.0,2200.0,0.0,0.0,1,0.0,1,1125,12,97.0,flexible,1.63,2015,5,2,3916
785830,4142902,Heath,2012-11-13,100.0,1.0,1.0,seattle,WA,98122,United States,House,Entire home/apt,8,3.5,5.0,5.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Family/Kid Friendly"",Washer,Dryer}",400.0,2700.0,10000.0,0.0,120.0,1,0.0,5,365,2,100.0,moderate,0.12,2012,11,4,4837
8616606,45328434,Kerry,2015-09-29,100.0,1.0,1.0,seattle,WA,98144,United States,House,Entire home/apt,4,2.5,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",105.0,850.0,2800.0,0.0,85.0,1,0.0,2,1125,14,97.0,moderate,5.0,2015,9,3,3787
5078244,26225259,Alberto Stein,2015-01-16,100.0,1.0,1.0,seattle,WA,98122,United States,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,"{""Wireless Internet"",Kitchen,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",39.0,250.0,2200.0,0.0,0.0,1,0.0,1,1125,54,88.0,flexible,5.98,2015,1,1,4043
7921278,38245647,Quay&Wren,2015-07-12,100.0,2.0,2.0,seattle,WA,98144,United States,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",""Other pet(s)"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",50.0,325.0,1300.0,99.0,50.0,1,15.0,1,33,10,100.0,strict,2.36,2015,7,3,3866
8016610,31672756,Simon,2015-04-21,100.0,1.0,1.0,seattle,WA,98144,United States,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",129.0,650.0,2200.0,200.0,78.0,4,50.0,2,15,7,100.0,strict,1.75,2015,4,2,3948
4468524,21649497,Jerome,2014-09-22,100.0,4.0,4.0,seattle,WA,98122,United States,House,Private room,1,2.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",44.0,650.0,2200.0,0.0,0.0,0,0.0,2,7,41,99.0,flexible,3.09,2014,9,3,4159
8424532,658155,Joe,2011-06-02,100.0,13.0,13.0,seattle,WA,98122,United States,House,Entire home/apt,12,3.5,5.0,8.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",350.0,650.0,2200.0,500.0,250.0,1,0.0,7,1125,2,100.0,strict,0.67,2011,6,2,5367
6990882,32807985,Ted,2015-05-07,100.0,5.0,5.0,seattle,WA,98144,United States,House,Entire home/apt,10,3.5,3.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",300.0,650.0,2200.0,300.0,110.0,8,0.0,1,1125,31,97.0,strict,5.41,2015,5,2,3932
4017140,20159192,Michael,2014-08-17,100.0,1.0,1.0,seattle,WA,98144,United States,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",53.0,315.0,2200.0,0.0,0.0,0,0.0,2,21,37,95.0,flexible,2.33,2014,8,3,4195
9489310,49182357,Colleen,2015-11-16,100.0,1.0,1.0,seattle,WA,98144,United States,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Indoor Fireplace"",Heating,Washer,Dryer,""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",60.0,650.0,2200.0,0.0,0.0,1,0.0,1,1125,1,100.0,flexible,1.0,2015,11,4,3739
8104742,32807985,Ted,2015-05-07,100.0,5.0,5.0,seattle,WA,98144,United States,House,Entire home/apt,10,3.5,3.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",285.0,650.0,2200.0,300.0,110.0,1,0.0,1,1125,2,100.0,strict,2.0,2015,5,2,3932
9407255,11656980,LaDora,2014-01-26,100.0,1.0,1.0,seattle,WA,98122,United States,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",210.0,650.0,2200.0,250.0,125.0,1,0.0,2,30,0,96.0,strict,0.0,2014,1,1,4398
6475289,25520296,Craig And John,2015-01-02,100.0,1.0,1.0,seattle,WA,98144,United States,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",159.0,889.0,2989.0,300.0,60.0,2,10.0,2,60,34,100.0,strict,5.34,2015,1,1,4057
1377812,3695109,John & Sarah,2012-09-27,100.0,1.0,1.0,seattle,WA,98122,United States,House,Entire home/apt,5,1.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",225.0,650.0,2200.0,1000.0,150.0,4,25.0,2,234,55,98.0,flexible,1.84,2012,9,3,4884
9512909,49292151,Paul & Izabela,2015-11-17,100.0,1.0,1.0,seattle,WA,98122,United States,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",66.0,650.0,2200.0,0.0,25.0,3,15.0,1,1125,2,100.0,flexible,2.0,2015,11,4,3738
4432489,17571737,Cathy,2014-07-02,100.0,1.0,1.0,seattle,WA,98144,United States,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",80.0,650.0,2200.0,200.0,45.0,2,10.0,2,1125,40,94.0,moderate,3.22,2014,7,3,4241
